start_airport,start_icao,end_airport,end_icao,route_name,route_passengers,start_pax_total,end_pax_total,start_pax_pct,year,data_quality
Franz Josef Strauss,EDDM,Kastrup,EKCH,Franz Josef Strauss - Kastrup,511066,47266254,28737167,1.08,2019,complete
Franz Josef Strauss,EDDM,Tallinn,EETN,Franz Josef Strauss - Tallinn,NA,47266254,NA,NA,2019,missing_end_pax
Franz Josef Strauss,EDDM,Eleftherios Venizelos Intl,LGAV,Franz Josef Strauss - Eleftherios Venizelos Intl,522662,47266254,NA,1.11,2019,missing_end_pax
Franz Josef Strauss,EDDM,Nikos Kazantzakis,LGIR,Franz Josef Strauss - Nikos Kazantzakis,236222,47266254,NA,0.5,2019,missing_end_pax
Franz Josef Strauss,EDDM,Kos,LGKO,Franz Josef Strauss - Kos,83642,47266254,NA,0.18,2019,missing_end_pax
Franz Josef Strauss,EDDM,Ioannis Kapodistrias Intl,LGKR,Franz Josef Strauss - Ioannis Kapodistrias Intl,NA,47266254,NA,NA,2019,missing_end_pax
Franz Josef Strauss,EDDM,Rhodes Diagoras,LGRP,Franz Josef Strauss - Rhodes Diagoras,119824,47266254,NA,0.25,2019,missing_end_pax
Franz Josef Strauss,EDDM,Makedonia,LGTS,Franz Josef Strauss - Makedonia,272204,47266254,NA,0.58,2019,missing_end_pax
Franz Josef Strauss,EDDM,Fuerteventura,GCFV,Franz Josef Strauss - Fuerteventura,138764,47266254,4935430,0.29,2019,complete
Franz Josef Strauss,EDDM,Gran Canaria,GCLP,Franz Josef Strauss - Gran Canaria,181857,47266254,11196595,0.38,2019,complete
Franz Josef Strauss,EDDM,Lanzarote,GCRR,Franz Josef Strauss - Lanzarote,17394922.775747295,47266254,6401678,NA,2019,complete
Franz Josef Strauss,EDDM,Tenerife Sur,GCTS,Franz Josef Strauss - Tenerife Sur,198671,47266254,9350488,0.42,2019,complete
Franz Josef Strauss,EDDM,Tenerife Norte,GCXO,Franz Josef Strauss - Tenerife Norte,16552880.18276904,47266254,5796902,NA,2019,complete
Franz Josef Strauss,EDDM,Alicante,LEAL,Franz Josef Strauss - Alicante,92460,47266254,14627077,0.2,2019,complete
Franz Josef Strauss,EDDM,Bilbao,LEBB,Franz Josef Strauss - Bilbao,322893,47266254,5814556,0.68,2019,complete
Franz Josef Strauss,EDDM,Barcelona,LEBL,Franz Josef Strauss - Barcelona,886730,47266254,51210817,1.88,2019,complete
Franz Josef Strauss,EDDM,Ibiza,LEIB,Franz Josef Strauss - Ibiza,107895,47266254,7632907,0.23,2019,complete
Franz Josef Strauss,EDDM,Barajas,LEMD,Franz Josef Strauss - Barajas,898227,47266254,59373123,1.9,2019,complete
Franz Josef Strauss,EDDM,Malaga,LEMG,Franz Josef Strauss - Malaga,177246,47266254,19158321,0.37,2019,complete
Franz Josef Strauss,EDDM,Palma de Mallorca,LEPA,Franz Josef Strauss - Palma de Mallorca,875367,47266254,27397471,1.85,2019,complete
Franz Josef Strauss,EDDM,Valencia,LEVC,Franz Josef Strauss - Valencia,99556,47266254,8341358,0.21,2019,complete
Franz Josef Strauss,EDDM,Sevilla,LEZL,Franz Josef Strauss - Sevilla,18770795.014435325,47266254,7454425,NA,2019,complete
Franz Josef Strauss,EDDM,Helsinki Malmi,EFHF,Franz Josef Strauss - Helsinki Malmi,NA,47266254,NA,NA,2019,missing_end_pax
Franz Josef Strauss,EDDM,Helsinki Vantaa,EFHK,Franz Josef Strauss - Helsinki Vantaa,585997,47266254,NA,1.24,2019,missing_end_pax
Franz Josef Strauss,EDDM,Merignac,LFBD,Franz Josef Strauss - Merignac,18976370.45006621,47266254,7618599,NA,2019,complete
Franz Josef Strauss,EDDM,Blagnac,LFBO,Franz Josef Strauss - Blagnac,259279,47266254,9451746,0.55,2019,complete
Franz Josef Strauss,EDDM,Saint Exupery,LFLL,Franz Josef Strauss - Saint Exupery,235583,47266254,11461753,0.5,2019,complete
Franz Josef Strauss,EDDM,Provence,LFML,Franz Josef Strauss - Provence,219544,47266254,10030599,0.46,2019,complete
Franz Josef Strauss,EDDM,Cote D'Azur,LFMN,Franz Josef Strauss - Cote D'Azur,257886,47266254,14277508,0.55,2019,complete
Franz Josef Strauss,EDDM,Charles De Gaulle,LFPG,Franz Josef Strauss - Charles De Gaulle,1013774,47266254,75449170,2.14,2019,complete
Franz Josef Strauss,EDDM,Orly,LFPO,Franz Josef Strauss - Orly,38718508.92919284,47266254,31716559,NA,2019,complete
Franz Josef Strauss,EDDM,Nantes Atlantique,LFRS,Franz Josef Strauss - Nantes Atlantique,98046,47266254,7000005,0.21,2019,complete
Franz Josef Strauss,EDDM,Dubrovnik,LDDU,Franz Josef Strauss - Dubrovnik,108229,47266254,NA,0.23,2019,missing_end_pax
Franz Josef Strauss,EDDM,Split International,LDSP,Franz Josef Strauss - Split International,127614,47266254,NA,0.27,2019,missing_end_pax
Franz Josef Strauss,EDDM,Zagreb,LDZA,Franz Josef Strauss - Zagreb,238379,47266254,NA,0.5,2019,missing_end_pax
Franz Josef Strauss,EDDM,Dublin,EIDW,Franz Josef Strauss - Dublin,596657,47266254,NA,1.26,2019,missing_end_pax
Franz Josef Strauss,EDDM,Keflavik International Airport,BIKF,Franz Josef Strauss - Keflavik International Airport,151699,47266254,NA,0.32,2019,missing_end_pax
Franz Josef Strauss,EDDM,Bari,LIBD,Franz Josef Strauss - Bari,106150,47266254,5464123,0.22,2019,complete
Franz Josef Strauss,EDDM,Catania Fontanarossa,LICC,Franz Josef Strauss - Catania Fontanarossa,145650,47266254,9740700,0.31,2019,complete
Franz Josef Strauss,EDDM,Palermo,LICJ,Franz Josef Strauss - Palermo,87901,47266254,6936607,0.19,2019,complete
Franz Josef Strauss,EDDM,Olbia Costa Smeralda,LIEO,Franz Josef Strauss - Olbia Costa Smeralda,102066,47266254,2762110,0.22,2019,complete
Franz Josef Strauss,EDDM,Malpensa,LIMC,Franz Josef Strauss - Malpensa,502133,47266254,28346074,1.06,2019,complete
Franz Josef Strauss,EDDM,Torino,LIMF,Franz Josef Strauss - Torino,192281,47266254,3839752,0.41,2019,complete
Franz Josef Strauss,EDDM,Linate,LIML,Franz Josef Strauss - Linate,17575748.880150456,47266254,6535465,NA,2019,complete
Franz Josef Strauss,EDDM,Bologna,LIPE,Franz Josef Strauss - Bologna,205831,47266254,9338293,0.44,2019,complete
Franz Josef Strauss,EDDM,Ronchi Dei Legionari,LIPQ,Franz Josef Strauss - Ronchi Dei Legionari,124579,47266254,718183,0.26,2019,complete
Franz Josef Strauss,EDDM,Villafranca,LIPX,Franz Josef Strauss - Villafranca,125980,47266254,3315795,0.27,2019,complete
Franz Josef Strauss,EDDM,Falconara,LIPY,Franz Josef Strauss - Falconara,115609,47266254,465340,0.24,2019,complete
Franz Josef Strauss,EDDM,Marco Polo di Tessera,LIPZ,Franz Josef Strauss - Marco Polo di Tessera,239315,47266254,11454860,0.51,2019,complete
Franz Josef Strauss,EDDM,Fiumicino,LIRF,Franz Josef Strauss - Fiumicino,716119,47266254,43191420,1.52,2019,complete
Franz Josef Strauss,EDDM,Capodichino,LIRN,Franz Josef Strauss - Capodichino,305140,47266254,10387667,0.65,2019,complete
Franz Josef Strauss,EDDM,Pisa,LIRP,Franz Josef Strauss - Pisa,107734,47266254,5357109,0.23,2019,complete
Franz Josef Strauss,EDDM,Peretola,LIRQ,Franz Josef Strauss - Peretola,209014,47266254,2860307,0.44,2019,complete
Franz Josef Strauss,EDDM,Vilnius Intl,EYVI,Franz Josef Strauss - Vilnius Intl,NA,47266254,NA,NA,2019,missing_end_pax
Franz Josef Strauss,EDDM,Luxembourg,ELLX,Franz Josef Strauss - Luxembourg,216184,47266254,NA,0.46,2019,missing_end_pax
Franz Josef Strauss,EDDM,Riga Intl,EVRA,Franz Josef Strauss - Riga Intl,122139,47266254,NA,0.26,2019,missing_end_pax
Franz Josef Strauss,EDDM,Luqa,LMML,Franz Josef Strauss - Luqa,228363,47266254,NA,0.48,2019,missing_end_pax
Franz Josef Strauss,EDDM,Schiphol,EHAM,Franz Josef Strauss - Schiphol,968050,47266254,71054718,2.05,2019,complete
Franz Josef Strauss,EDDM,Eindhoven,EHEH,Franz Josef Strauss - Eindhoven,17854014.63228755,47266254,6744047,NA,2019,complete
Franz Josef Strauss,EDDM,Gardermoen,ENGM,Franz Josef Strauss - Gardermoen,446880,47266254,NA,0.95,2019,missing_end_pax
Franz Josef Strauss,EDDM,Faro International,LPFR,Franz Josef Strauss - Faro International,79865,47266254,NA,0.17,2019,missing_end_pax
Franz Josef Strauss,EDDM,Porto,LPPR,Franz Josef Strauss - Porto,122551,47266254,NA,0.26,2019,missing_end_pax
Franz Josef Strauss,EDDM,Lisboa,LPPT,Franz Josef Strauss - Lisboa,499078,47266254,NA,1.06,2019,missing_end_pax
Franz Josef Strauss,EDDM,Beograd,LYBE,Franz Josef Strauss - Beograd,206652,47266254,NA,0.44,2019,missing_end_pax
Franz Josef Strauss,EDDM,Landvetter,ESGG,Franz Josef Strauss - Landvetter,241960,47266254,NA,0.51,2019,missing_end_pax
Franz Josef Strauss,EDDM,Arlanda,ESSA,Franz Josef Strauss - Arlanda,556408,47266254,NA,1.18,2019,missing_end_pax
Franz Josef Strauss,EDDM,Ljubljana,LJLJ,Franz Josef Strauss - Ljubljana,82085,47266254,NA,0.17,2019,missing_end_pax
Franz Josef Strauss,EDDM,Birmingham,EGBB,Franz Josef Strauss - Birmingham,210349,47266254,11271854,0.45,2019,complete
Franz Josef Strauss,EDDM,Manchester,EGCC,Franz Josef Strauss - Manchester,357615,47266254,26895408,0.76,2019,complete
Franz Josef Strauss,EDDM,Luton,EGGW,Franz Josef Strauss - Luton,81874,47266254,17961864,0.17,2019,complete
Franz Josef Strauss,EDDM,Gatwick,EGKK,Franz Josef Strauss - Gatwick,255739,47266254,43892982,0.54,2019,complete
Franz Josef Strauss,EDDM,City,EGLC,Franz Josef Strauss - City,109721,47266254,5121684,0.23,2019,complete
Franz Josef Strauss,EDDM,Heathrow,EGLL,Franz Josef Strauss - Heathrow,1261318,47266254,80788471,2.67,2019,complete
Franz Josef Strauss,EDDM,Edinburgh,EGPH,Franz Josef Strauss - Edinburgh,174295,47266254,14510779,0.37,2019,complete
Franz Josef Strauss,EDDM,Stansted,EGSS,Franz Josef Strauss - Stansted,123079,47266254,27745806,0.26,2019,complete
Schiphol,EHAM,Flamingo,TNCB,Schiphol - Flamingo,130471,71054718,NA,0.18,2019,missing_end_pax
Schiphol,EHAM,Innsbruck,LOWI,Schiphol - Innsbruck,78529,71054718,949950,0.11,2019,complete
Schiphol,EHAM,Schwechat,LOWW,Schiphol - Schwechat,945674,71054718,31258901,1.33,2019,complete
Schiphol,EHAM,Bale Mulhouse,LFSB,Schiphol - Bale Mulhouse,447402,71054718,8271471,0.63,2019,complete
Schiphol,EHAM,Bale Mulhouse,LFSB,Schiphol - Bale Mulhouse,447402,71054718,562406,0.63,2019,complete
Schiphol,EHAM,Geneve Cointrin,LSGG,Schiphol - Geneve Cointrin,707873,71054718,17742225,1,2019,complete
Schiphol,EHAM,Zurich,LSZH,Schiphol - Zurich,978768,71054718,31292970,1.38,2019,complete
Schiphol,EHAM,Schonefeld,EDDB,Schiphol - Schonefeld,317320,71054718,11028278,0.45,2019,complete
Schiphol,EHAM,Berlin Brandenburg Willy Brandt,EDDB,Schiphol - Berlin Brandenburg Willy Brandt,317320,71054718,11028278,0.45,2019,complete
Schiphol,EHAM,Munster Osnabruck,EDDG,Schiphol - Munster Osnabruck,7130327.426309818,71054718,715527,NA,2019,complete
Schiphol,EHAM,Hamburg,EDDH,Schiphol - Hamburg,477238,71054718,16279030,0.67,2019,complete
Schiphol,EHAM,Koln Bonn,EDDK,Schiphol - Koln Bonn,27497599.554867767,71054718,10641348,NA,2019,complete
Schiphol,EHAM,Dusseldorf,EDDL,Schiphol - Dusseldorf,257004,71054718,24588161,0.36,2019,complete
Schiphol,EHAM,Nurnberg,EDDN,Schiphol - Nurnberg,198424,71054718,3486586,0.28,2019,complete
Schiphol,EHAM,Stuttgart,EDDS,Schiphol - Stuttgart,345419,71054718,12275312,0.49,2019,complete
Schiphol,EHAM,Tegel,EDDT,Schiphol - Tegel,687425,71054718,24008455,0.97,2019,complete
Schiphol,EHAM,Hannover,EDDV,Schiphol - Hannover,202215,71054718,5908901,0.28,2019,complete
Schiphol,EHAM,Neuenland,EDDW,Schiphol - Neuenland,172038,71054718,2196047,0.24,2019,complete
Schiphol,EHAM,Paderborn Lippstadt,EDLP,Schiphol - Paderborn Lippstadt,5729187.1038275575,71054718,461948,NA,2019,complete
Schiphol,EHAM,Billund,EKBI,Schiphol - Billund,409300,71054718,2974341,0.58,2019,complete
Schiphol,EHAM,Kastrup,EKCH,Schiphol - Kastrup,1110487,71054718,28737167,1.56,2019,complete
Schiphol,EHAM,Aalborg,EKYT,Schiphol - Aalborg,234893,71054718,1240944,0.33,2019,complete
Schiphol,EHAM,Tallinn,EETN,Schiphol - Tallinn,81694,71054718,NA,0.11,2019,missing_end_pax
Schiphol,EHAM,Eleftherios Venizelos Intl,LGAV,Schiphol - Eleftherios Venizelos Intl,501302,71054718,NA,0.71,2019,missing_end_pax
Schiphol,EHAM,Nikos Kazantzakis,LGIR,Schiphol - Nikos Kazantzakis,225595,71054718,NA,0.32,2019,missing_end_pax
Schiphol,EHAM,Kos,LGKO,Schiphol - Kos,155548,71054718,NA,0.22,2019,missing_end_pax
Schiphol,EHAM,Ioannis Kapodistrias Intl,LGKR,Schiphol - Ioannis Kapodistrias Intl,78894,71054718,NA,0.11,2019,missing_end_pax
Schiphol,EHAM,Aktio,LGPZ,Schiphol - Aktio,NA,71054718,NA,NA,2019,missing_end_pax
Schiphol,EHAM,Rhodes Diagoras,LGRP,Schiphol - Rhodes Diagoras,117259,71054718,NA,0.17,2019,missing_end_pax
Schiphol,EHAM,Makedonia,LGTS,Schiphol - Makedonia,125647,71054718,NA,0.18,2019,missing_end_pax
Schiphol,EHAM,Dionysios Solomos,LGZA,Schiphol - Dionysios Solomos,124433,71054718,NA,0.18,2019,missing_end_pax
Schiphol,EHAM,Fuerteventura,GCFV,Schiphol - Fuerteventura,117443,71054718,4935430,0.17,2019,complete
Schiphol,EHAM,Gran Canaria,GCLP,Schiphol - Gran Canaria,293115,71054718,11196595,0.41,2019,complete
Schiphol,EHAM,Lanzarote,GCRR,Schiphol - Lanzarote,119471,71054718,6401678,0.17,2019,complete
Schiphol,EHAM,Tenerife Sur,GCTS,Schiphol - Tenerife Sur,219842,71054718,9350488,0.31,2019,complete
Schiphol,EHAM,Alicante,LEAL,Schiphol - Alicante,436604,71054718,14627077,0.61,2019,complete
Schiphol,EHAM,Bilbao,LEBB,Schiphol - Bilbao,242130,71054718,5814556,0.34,2019,complete
Schiphol,EHAM,Barcelona,LEBL,Schiphol - Barcelona,1382746,71054718,51210817,1.95,2019,complete
Schiphol,EHAM,Girona,LEGE,Schiphol - Girona,11321658.011881387,71054718,1803961,NA,2019,complete
Schiphol,EHAM,Ibiza,LEIB,Schiphol - Ibiza,297716,71054718,7632907,0.42,2019,complete
Schiphol,EHAM,Barajas,LEMD,Schiphol - Barajas,1140173,71054718,59373123,1.6,2019,complete
Schiphol,EHAM,Malaga,LEMG,Schiphol - Malaga,656716,71054718,19158321,0.92,2019,complete
Schiphol,EHAM,Palma de Mallorca,LEPA,Schiphol - Palma de Mallorca,294489,71054718,27397471,0.41,2019,complete
Schiphol,EHAM,Valencia,LEVC,Schiphol - Valencia,375055,71054718,8341358,0.53,2019,complete
Schiphol,EHAM,Sevilla,LEZL,Schiphol - Sevilla,149709,71054718,7454425,0.21,2019,complete
Schiphol,EHAM,Helsinki Malmi,EFHF,Schiphol - Helsinki Malmi,NA,71054718,NA,NA,2019,missing_end_pax
Schiphol,EHAM,Helsinki Vantaa,EFHK,Schiphol - Helsinki Vantaa,707614,71054718,NA,1,2019,missing_end_pax
Schiphol,EHAM,Merignac,LFBD,Schiphol - Merignac,300078,71054718,7618599,0.42,2019,complete
Schiphol,EHAM,Blagnac,LFBO,Schiphol - Blagnac,256708,71054718,9451746,0.36,2019,complete
Schiphol,EHAM,Saint Exupery,LFLL,Schiphol - Saint Exupery,323987,71054718,11461753,0.46,2019,complete
Schiphol,EHAM,Provence,LFML,Schiphol - Provence,298167,71054718,10030599,0.42,2019,complete
Schiphol,EHAM,Cote D'Azur,LFMN,Schiphol - Cote D'Azur,479882,71054718,14277508,0.68,2019,complete
Schiphol,EHAM,Mediterranee,LFMT,Schiphol - Mediterranee,86508,71054718,1924607,0.12,2019,complete
Schiphol,EHAM,Charles De Gaulle,LFPG,Schiphol - Charles De Gaulle,1239789,71054718,75449170,1.74,2019,complete
Schiphol,EHAM,Orly,LFPO,Schiphol - Orly,148214,71054718,31716559,0.21,2019,complete
Schiphol,EHAM,Nantes Atlantique,LFRS,Schiphol - Nantes Atlantique,193100,71054718,7000005,0.27,2019,complete
Schiphol,EHAM,Bale Mulhouse,LFSB,Schiphol - Bale Mulhouse,24243082.298878126,71054718,8271471,NA,2019,complete
Schiphol,EHAM,Bale Mulhouse,LFSB,Schiphol - Bale Mulhouse,6321518.783607939,71054718,562406,NA,2019,complete
Schiphol,EHAM,Entzheim,LFST,Schiphol - Entzheim,93793,71054718,1240001,0.13,2019,complete
Schiphol,EHAM,Split International,LDSP,Schiphol - Split International,80815,71054718,NA,0.11,2019,missing_end_pax
Schiphol,EHAM,Zagreb,LDZA,Schiphol - Zagreb,157570,71054718,NA,0.22,2019,missing_end_pax
Schiphol,EHAM,Cork,EICK,Schiphol - Cork,157079,71054718,NA,0.22,2019,missing_end_pax
Schiphol,EHAM,Dublin,EIDW,Schiphol - Dublin,1212683,71054718,NA,1.71,2019,missing_end_pax
Schiphol,EHAM,Keflavik International Airport,BIKF,Schiphol - Keflavik International Airport,293041,71054718,NA,0.41,2019,missing_end_pax
Schiphol,EHAM,Bari,LIBD,Schiphol - Bari,100494,71054718,5464123,0.14,2019,complete
Schiphol,EHAM,Catania Fontanarossa,LICC,Schiphol - Catania Fontanarossa,167717,71054718,9740700,0.24,2019,complete
Schiphol,EHAM,Olbia Costa Smeralda,LIEO,Schiphol - Olbia Costa Smeralda,84225,71054718,2762110,0.12,2019,complete
Schiphol,EHAM,Malpensa,LIMC,Schiphol - Malpensa,923721,71054718,28346074,1.3,2019,complete
Schiphol,EHAM,Bergamo Orio Al Serio,LIME,Schiphol - Bergamo Orio Al Serio,31087102.983982988,71054718,13600898,NA,2019,complete
Schiphol,EHAM,Torino,LIMF,Schiphol - Torino,112742,71054718,3839752,0.16,2019,complete
Schiphol,EHAM,Linate,LIML,Schiphol - Linate,285261,71054718,6535465,0.4,2019,complete
Schiphol,EHAM,Bologna,LIPE,Schiphol - Bologna,228063,71054718,9338293,0.32,2019,complete
Schiphol,EHAM,Villafranca,LIPX,Schiphol - Villafranca,103941,71054718,3315795,0.15,2019,complete
Schiphol,EHAM,Marco Polo di Tessera,LIPZ,Schiphol - Marco Polo di Tessera,413913,71054718,11454860,0.58,2019,complete
Schiphol,EHAM,Fiumicino,LIRF,Schiphol - Fiumicino,1048531,71054718,43191420,1.48,2019,complete
Schiphol,EHAM,Capodichino,LIRN,Schiphol - Capodichino,262886,71054718,10387667,0.37,2019,complete
Schiphol,EHAM,Pisa,LIRP,Schiphol - Pisa,123204,71054718,5357109,0.17,2019,complete
Schiphol,EHAM,Peretola,LIRQ,Schiphol - Peretola,270502,71054718,2860307,0.38,2019,complete
Schiphol,EHAM,Vilnius Intl,EYVI,Schiphol - Vilnius Intl,NA,71054718,NA,NA,2019,missing_end_pax
Schiphol,EHAM,Luxembourg,ELLX,Schiphol - Luxembourg,185681,71054718,NA,0.26,2019,missing_end_pax
Schiphol,EHAM,Riga Intl,EVRA,Schiphol - Riga Intl,161059,71054718,NA,0.23,2019,missing_end_pax
Schiphol,EHAM,Luqa,LMML,Schiphol - Luqa,94667,71054718,NA,0.13,2019,missing_end_pax
Schiphol,EHAM,Maastricht,EHBK,Schiphol - Maastricht,5473430.868911198,71054718,421625,NA,2019,complete
Schiphol,EHAM,Eindhoven,EHEH,Schiphol - Eindhoven,21890554.076216206,71054718,6744047,NA,2019,complete
Schiphol,EHAM,Flesland,ENBR,Schiphol - Flesland,368348,71054718,NA,0.52,2019,missing_end_pax
Schiphol,EHAM,Kjevik,ENCN,Schiphol - Kjevik,133723,71054718,NA,0.19,2019,missing_end_pax
Schiphol,EHAM,Gardermoen,ENGM,Schiphol - Gardermoen,723482,71054718,NA,1.02,2019,missing_end_pax
Schiphol,EHAM,Torp,ENTO,Schiphol - Torp,108892,71054718,NA,0.15,2019,missing_end_pax
Schiphol,EHAM,Vaernes,ENVA,Schiphol - Vaernes,155109,71054718,NA,0.22,2019,missing_end_pax
Schiphol,EHAM,Sola,ENZV,Schiphol - Sola,297152,71054718,NA,0.42,2019,missing_end_pax
Schiphol,EHAM,Faro International,LPFR,Schiphol - Faro International,244632,71054718,NA,0.34,2019,missing_end_pax
Schiphol,EHAM,Porto,LPPR,Schiphol - Porto,343536,71054718,NA,0.48,2019,missing_end_pax
Schiphol,EHAM,Lisboa,LPPT,Schiphol - Lisboa,928647,71054718,NA,1.31,2019,missing_end_pax
Schiphol,EHAM,Beograd,LYBE,Schiphol - Beograd,176581,71054718,NA,0.25,2019,missing_end_pax
Schiphol,EHAM,Landvetter,ESGG,Schiphol - Landvetter,364256,71054718,NA,0.51,2019,missing_end_pax
Schiphol,EHAM,Sturup,ESMS,Schiphol - Sturup,NA,71054718,NA,NA,2019,missing_end_pax
Schiphol,EHAM,Arlanda,ESSA,Schiphol - Arlanda,863475,71054718,NA,1.22,2019,missing_end_pax
Schiphol,EHAM,Saab,ESSL,Schiphol - Saab,142699,71054718,NA,0.2,2019,missing_end_pax
Schiphol,EHAM,Ljubljana,LJLJ,Schiphol - Ljubljana,83848,71054718,NA,0.12,2019,missing_end_pax
Schiphol,EHAM,Belfast Intl,EGAA,Schiphol - Belfast Intl,130098,71054718,6030063,0.18,2019,complete
Schiphol,EHAM,Birmingham,EGBB,Schiphol - Birmingham,704510,71054718,11271854,0.99,2019,complete
Schiphol,EHAM,Coventry,EGBE,Schiphol - Coventry,NA,71054718,NA,NA,2019,missing_end_pax
Schiphol,EHAM,Manchester,EGCC,Schiphol - Manchester,1069549,71054718,26895408,1.51,2019,complete
Schiphol,EHAM,Cardiff,EGFF,Schiphol - Cardiff,162079,71054718,1015866,0.23,2019,complete
Schiphol,EHAM,Bristol,EGGD,Schiphol - Bristol,457727,71054718,8146487,0.64,2019,complete
Schiphol,EHAM,Liverpool,EGGP,Schiphol - Liverpool,240650,71054718,4972891,0.34,2019,complete
Schiphol,EHAM,Luton,EGGW,Schiphol - Luton,846434,71054718,17961864,1.19,2019,complete
Schiphol,EHAM,Southampton,EGHI,Schiphol - Southampton,178062,71054718,1760117,0.25,2019,complete
Schiphol,EHAM,City,EGLC,Schiphol - City,669508,71054718,5121684,0.94,2019,complete
Schiphol,EHAM,Southend,EGMC,Schiphol - Southend,202574,71054718,2027107,0.29,2019,complete
Schiphol,EHAM,Humberside,EGNJ,Schiphol - Humberside,135186,71054718,155690,0.19,2019,complete
Schiphol,EHAM,Leeds Bradford,EGNM,Schiphol - Leeds Bradford,266731,71054718,3946565,0.38,2019,complete
Schiphol,EHAM,Newcastle,EGNT,Schiphol - Newcastle,364167,71054718,5183775,0.51,2019,complete
Schiphol,EHAM,Durham Tees Valley Airport,EGNV,Schiphol - Durham Tees Valley Airport,118134,71054718,139720,0.17,2019,complete
Schiphol,EHAM,Nottingham East Midlands,EGNX,Schiphol - Nottingham East Midlands,17182878.83038538,71054718,4155267,NA,2019,complete
Schiphol,EHAM,Dyce,EGPD,Schiphol - Dyce,320179,71054718,2279063,0.45,2019,complete
Schiphol,EHAM,Inverness,EGPE,Schiphol - Inverness,99462,71054718,930884,0.14,2019,complete
Schiphol,EHAM,Glasgow International,EGPF,Schiphol - Glasgow International,440053,71054718,8396045,0.62,2019,complete
Schiphol,EHAM,Edinburgh,EGPH,Schiphol - Edinburgh,679190,71054718,14510779,0.96,2019,complete
Schiphol,EHAM,Norwich,EGSH,Schiphol - Norwich,166510,71054718,324294,0.23,2019,complete
Schiphol,EHAM,Stansted,EGSS,Schiphol - Stansted,363903,71054718,27745806,0.51,2019,complete
Barcelona,LEBL,Tirana Rinas,LATI,Barcelona - Tirana Rinas,NA,51210817,NA,NA,2019,missing_end_pax
Barcelona,LEBL,Schwechat,LOWW,Barcelona - Schwechat,641538,51210817,31258901,1.25,2019,complete
Barcelona,LEBL,Brussels South,EBCI,Barcelona - Brussels South,122343,51210817,8196702,0.24,2019,complete
Barcelona,LEBL,Bale Mulhouse,LFSB,Barcelona - Bale Mulhouse,20581272.742515393,51210817,8271471,NA,2019,complete
Barcelona,LEBL,Bale Mulhouse,LFSB,Barcelona - Bale Mulhouse,5366681.539434029,51210817,562406,NA,2019,complete
Barcelona,LEBL,Geneve Cointrin,LSGG,Barcelona - Geneve Cointrin,643619,51210817,17742225,1.26,2019,complete
Barcelona,LEBL,Zurich,LSZH,Barcelona - Zurich,659997,51210817,31292970,1.29,2019,complete
Barcelona,LEBL,Schonefeld,EDDB,Barcelona - Schonefeld,485873,51210817,11028278,0.95,2019,complete
Barcelona,LEBL,Berlin Brandenburg Willy Brandt,EDDB,Barcelona - Berlin Brandenburg Willy Brandt,485873,51210817,11028278,0.95,2019,complete
Barcelona,LEBL,Hamburg,EDDH,Barcelona - Hamburg,289907,51210817,16279030,0.57,2019,complete
Barcelona,LEBL,Koln Bonn,EDDK,Barcelona - Koln Bonn,275270,51210817,10641348,0.54,2019,complete
Barcelona,LEBL,Dusseldorf,EDDL,Barcelona - Dusseldorf,336742,51210817,24588161,0.66,2019,complete
Barcelona,LEBL,Stuttgart,EDDS,Barcelona - Stuttgart,277422,51210817,12275312,0.54,2019,complete
Barcelona,LEBL,Tegel,EDDT,Barcelona - Tegel,163490,51210817,24008455,0.32,2019,complete
Barcelona,LEBL,Hannover,EDDV,Barcelona - Hannover,80329,51210817,5908901,0.16,2019,complete
Barcelona,LEBL,Niederrhein,EDLV,Barcelona - Niederrhein,7928914.126135116,51210817,1227625,NA,2019,complete
Barcelona,LEBL,Dortmund,EDLW,Barcelona - Dortmund,11739269.968840227,51210817,2691042,NA,2019,complete
Barcelona,LEBL,HBF RAILWAY STATION,EDLW,Barcelona - HBF RAILWAY STATION,11739269.968840227,51210817,2691042,NA,2019,complete
Barcelona,LEBL,Billund,EKBI,Barcelona - Billund,12341735.398500366,51210817,2974341,NA,2019,complete
Barcelona,LEBL,Eleftherios Venizelos Intl,LGAV,Barcelona - Eleftherios Venizelos Intl,366271,51210817,NA,0.72,2019,missing_end_pax
Barcelona,LEBL,Fuerteventura,GCFV,Barcelona - Fuerteventura,171065,51210817,4935430,0.33,2019,complete
Barcelona,LEBL,Gran Canaria,GCLP,Barcelona - Gran Canaria,510605,51210817,11196595,1,2019,complete
Barcelona,LEBL,Lanzarote,GCRR,Barcelona - Lanzarote,172698,51210817,6401678,0.34,2019,complete
Barcelona,LEBL,Tenerife Sur,GCTS,Barcelona - Tenerife Sur,103339,51210817,9350488,0.2,2019,complete
Barcelona,LEBL,Tenerife Norte,GCXO,Barcelona - Tenerife Norte,570058,51210817,5796902,1.11,2019,complete
Barcelona,LEBL,Alicante,LEAL,Barcelona - Alicante,449098,51210817,14627077,0.88,2019,complete
Barcelona,LEBL,Almeria,LEAM,Barcelona - Almeria,118285,51210817,914835,0.23,2019,complete
Barcelona,LEBL,Asturias,LEAS,Barcelona - Asturias,290270,51210817,1392013,0.57,2019,complete
Barcelona,LEBL,Bilbao,LEBB,Barcelona - Bilbao,622601,51210817,5814556,1.22,2019,complete
